CustomerID,R,F,M,R_paper_score,F_paper_score,M_paper_score,scoring_arm,R_fuzzy_score,F_fuzzy_score,M_fuzzy_score
17922,542,1,170.4,1.0,2.0,1.0,base-paper quintile,,,
17923,281,3,497.0,2.0,3.0,2.0,base-paper quintile,,,
17924,11,8,3536.7000000000003,5.0,5.0,5.0,base-paper quintile,,,
17925,372,1,488.16,2.0,2.0,2.0,base-paper quintile,,,
17926,132,5,1035.49,3.0,4.0,3.0,base-paper quintile,,,
17927,721,1,294.0,1.0,2.0,2.0,base-paper quintile,,,
17928,44,3,341.24,4.0,3.0,2.0,base-paper quintile,,,
17929,10,12,3082.1,5.0,5.0,5.0,base-paper quintile,,,
17930,35,13,4275.22,4.0,5.0,5.0,base-paper quintile,,,
17931,133,14,3437.29,3.0,5.0,5.0,base-paper quintile,,,
17932,28,3,1331.57,4.0,3.0,4.0,base-paper quintile,,,
17933,631,1,114.69,1.0,2.0,1.0,base-paper quintile,,,
17934,51,3,1049.15,4.0,3.0,3.0,base-paper quintile,,,
17935,137,7,686.14,3.0,4.0,3.0,base-paper quintile,,,
17936,4,1,389.84,5.0,2.0,2.0,base-paper quintile,,,
17937,8,7,4301.22,5.0,4.0,5.0,base-paper quintile,,,
17938,419,1,144.29,1.0,2.0,1.0,base-paper quintile,,,
17939,159,1,99.14,3.0,2.0,1.0,base-paper quintile,,,
17940,48,16,30393.19,4.0,5.0,5.0,base-paper quintile,,,
17941,130,4,1433.28,3.0,4.0,4.0,base-paper quintile,,,
17942,7,1,77.50000000000001,5.0,2.0,1.0,base-paper quintile,,,
17944,422,1,75.41,1.0,2.0,1.0,base-paper quintile,,,
17945,696,3,360.35,1.0,3.0,2.0,base-paper quintile,,,
17946,232,2,149.57999999999998,2.0,3.0,1.0,base-paper quintile,,,
17947,36,1,176.68,4.0,2.0,1.0,base-paper quintile,,,
17948,146,1,358.56000000000006,3.0,2.0,2.0,base-paper quintile,,,
17949,0,118,118628.08,5.0,5.0,5.0,base-paper quintile,,,
17950,71,7,1432.81,3.0,4.0,4.0,base-paper quintile,,,
17951,39,4,1636.0800000000002,4.0,4.0,4.0,base-paper quintile,,,
17952,377,4,819.61,2.0,4.0,3.0,base-paper quintile,,,
17953,539,1,160.82,1.0,2.0,1.0,base-paper quintile,,,
17954,4,19,3966.05,5.0,5.0,5.0,base-paper quintile,,,
17955,198,6,949.9,2.0,4.0,3.0,base-paper quintile,,,
17956,248,1,12.75,2.0,2.0,1.0,base-paper quintile,,,
17957,65,1,111.68,3.0,2.0,1.0,base-paper quintile,,,
17958,116,2,973.88,3.0,3.0,3.0,base-paper quintile,,,
17959,591,1,140.75,1.0,2.0,1.0,base-paper quintile,,,
17960,170,3,135.08,3.0,3.0,1.0,base-paper quintile,,,
17961,20,100,2995.54,4.0,5.0,5.0,base-paper quintile,,,
17962,141,4,687.42,3.0,4.0,3.0,base-paper quintile,,,
17963,470,4,651.51,1.0,4.0,3.0,base-paper quintile,,,
17964,31,2,733.46,4.0,3.0,3.0,base-paper quintile,,,
17965,37,29,7240.9800000000005,4.0,5.0,5.0,base-paper quintile,,,
17966,37,10,1974.42,4.0,5.0,4.0,base-paper quintile,,,
17967,371,2,357.28999999999996,2.0,3.0,2.0,base-paper quintile,,,
17968,373,4,888.04,2.0,4.0,3.0,base-paper quintile,,,
17969,165,20,2369.94,3.0,5.0,4.0,base-paper quintile,,,
17970,210,1,582.59,2.0,2.0,2.0,base-paper quintile,,,
17971,547,1,161.94,1.0,2.0,1.0,base-paper quintile,,,
17972,241,1,136.04,2.0,2.0,1.0,base-paper quintile,,,
17973,51,1,337.04,4.0,2.0,2.0,base-paper quintile,,,
17974,24,6,1858.06,4.0,4.0,4.0,base-paper quintile,,,
17975,14,24,7028.83,5.0,5.0,5.0,base-paper quintile,,,
17976,371,1,706.38,2.0,2.0,3.0,base-paper quintile,,,
17977,28,2,1565.6299999999999,4.0,3.0,4.0,base-paper quintile,,,
17978,364,4,1461.76,2.0,4.0,4.0,base-paper quintile,,,
17979,35,4,757.71,4.0,4.0,3.0,base-paper quintile,,,
17980,165,4,1033.42,3.0,4.0,3.0,base-paper quintile,,,
17981,410,1,239.12,1.0,2.0,1.0,base-paper quintile,,,
17982,680,1,138.18,1.0,2.0,1.0,base-paper quintile,,,
17983,394,1,171.71,2.0,2.0,1.0,base-paper quintile,,,
17984,144,5,1191.27,3.0,4.0,3.0,base-paper quintile,,,
17985,21,1,634.95,4.0,2.0,3.0,base-paper quintile,,,
17986,55,1,20.8,4.0,2.0,1.0,base-paper quintile,,,
17987,184,5,1003.64,3.0,4.0,3.0,base-paper quintile,,,
17988,11,14,489.54,5.0,5.0,2.0,base-paper quintile,,,
17989,378,1,228.82999999999998,2.0,2.0,1.0,base-paper quintile,,,
17990,236,6,1527.6100000000001,2.0,4.0,4.0,base-paper quintile,,,
17991,224,3,320.55,2.0,3.0,2.0,base-paper quintile,,,
17992,388,1,254.13,2.0,2.0,1.0,base-paper quintile,,,
17993,616,1,235.19,1.0,2.0,1.0,base-paper quintile,,,
17994,121,11,2313.32,3.0,5.0,4.0,base-paper quintile,,,
17995,281,3,495.48,2.0,3.0,2.0,base-paper quintile,,,
17996,379,3,482.33,2.0,3.0,2.0,base-paper quintile,,,
17997,73,8,1970.6699999999998,3.0,5.0,4.0,base-paper quintile,,,
17998,379,3,639.24,2.0,3.0,3.0,base-paper quintile,,,
17999,36,3,730.9,4.0,3.0,3.0,base-paper quintile,,,
18000,563,1,124.25,1.0,2.0,1.0,base-paper quintile,,,
18001,11,6,953.84,5.0,4.0,3.0,base-paper quintile,,,
18002,375,4,249.92,2.0,4.0,1.0,base-paper quintile,,,
18003,375,1,358.61,2.0,2.0,2.0,base-paper quintile,,,
18004,361,1,169.47,2.0,2.0,1.0,base-paper quintile,,,
18005,3,2,249.72,5.0,3.0,1.0,base-paper quintile,,,
18006,22,4,997.86,4.0,4.0,3.0,base-paper quintile,,,
18007,392,1,220.32,2.0,2.0,1.0,base-paper quintile,,,
18008,69,23,19787.13,3.0,5.0,5.0,base-paper quintile,,,
18009,234,8,2155.83,2.0,5.0,4.0,base-paper quintile,,,
18010,256,1,174.8,2.0,2.0,1.0,base-paper quintile,,,
18011,372,2,527.03,2.0,3.0,2.0,base-paper quintile,,,
18012,722,1,115.3,1.0,2.0,1.0,base-paper quintile,,,
18013,154,2,187.29,3.0,3.0,1.0,base-paper quintile,,,
18014,27,1,166.42,4.0,2.0,1.0,base-paper quintile,,,
18015,3,1,120.03,5.0,2.0,1.0,base-paper quintile,,,
18016,31,7,1960.46,4.0,4.0,4.0,base-paper quintile,,,
18017,80,4,688.0,3.0,4.0,3.0,base-paper quintile,,,
18018,107,4,297.99,3.0,4.0,2.0,base-paper quintile,,,
18019,51,1,38.45,4.0,2.0,1.0,base-paper quintile,,,
18020,543,1,190.48000000000002,1.0,2.0,1.0,base-paper quintile,,,
18021,509,2,227.06,1.0,3.0,1.0,base-paper quintile,,,
18022,35,5,1651.79,4.0,4.0,4.0,base-paper quintile,,,
18024,152,2,389.78,3.0,3.0,2.0,base-paper quintile,,,
18025,379,6,1177.72,2.0,4.0,3.0,base-paper quintile,,,
18026,500,2,2074.07,1.0,3.0,4.0,base-paper quintile,,,
18027,98,1,115.31,3.0,2.0,1.0,base-paper quintile,,,
18028,582,1,192.05,1.0,2.0,1.0,base-paper quintile,,,
18029,641,1,433.77,1.0,2.0,2.0,base-paper quintile,,,
18030,3,2,230.64999999999998,5.0,3.0,1.0,base-paper quintile,,,
18031,378,1,462.09999999999997,2.0,2.0,2.0,base-paper quintile,,,
18032,333,1,73.5,2.0,2.0,1.0,base-paper quintile,,,
18033,64,1,97.97,3.0,2.0,1.0,base-paper quintile,,,
18034,21,3,793.7,4.0,3.0,3.0,base-paper quintile,,,
18035,35,5,1276.74,4.0,4.0,4.0,base-paper quintile,,,
18036,31,11,1563.6399999999999,4.0,5.0,4.0,base-paper quintile,,,
18037,153,15,167.42,3.0,5.0,1.0,base-paper quintile,,,
18038,555,1,149.41,1.0,2.0,1.0,base-paper quintile,,,
18039,373,4,579.17,2.0,4.0,2.0,base-paper quintile,,,
18040,18,2,357.20000000000005,4.0,3.0,2.0,base-paper quintile,,,
18041,11,38,8752.38,5.0,5.0,5.0,base-paper quintile,,,
18042,53,2,281.15,4.0,3.0,1.0,base-paper quintile,,,
18043,24,3,875.97,4.0,3.0,3.0,base-paper quintile,,,
18044,3,18,3505.61,5.0,5.0,5.0,base-paper quintile,,,
18045,44,1,189.4,4.0,2.0,1.0,base-paper quintile,,,
18046,649,1,189.63,1.0,2.0,1.0,base-paper quintile,,,
18047,380,2,342.69,2.0,3.0,2.0,base-paper quintile,,,
18048,202,3,401.73,2.0,3.0,2.0,base-paper quintile,,,
18049,436,2,556.52,1.0,3.0,2.0,base-paper quintile,,,
18050,358,2,412.06,2.0,3.0,2.0,base-paper quintile,,,
18051,633,7,2282.28,1.0,4.0,4.0,base-paper quintile,,,
18052,564,1,10877.18,1.0,2.0,5.0,base-paper quintile,,,
18053,70,3,571.07,3.0,3.0,2.0,base-paper quintile,,,
18054,392,1,176.5,2.0,2.0,1.0,base-paper quintile,,,
18055,6,14,11195.57,5.0,5.0,5.0,base-paper quintile,,,
18056,287,2,554.6,2.0,3.0,2.0,base-paper quintile,,,
18057,392,3,1203.56,2.0,3.0,3.0,base-paper quintile,,,
18058,9,3,774.06,5.0,3.0,3.0,base-paper quintile,,,
18059,22,3,306.46,4.0,3.0,2.0,base-paper quintile,,,
18060,407,2,1185.46,2.0,3.0,3.0,base-paper quintile,,,
18061,21,28,6488.97,4.0,5.0,5.0,base-paper quintile,,,
18062,172,6,1632.67,3.0,4.0,4.0,base-paper quintile,,,
18063,390,2,186.60000000000002,2.0,3.0,1.0,base-paper quintile,,,
18064,132,11,4495.03,3.0,5.0,5.0,base-paper quintile,,,
18065,5,29,5866.63,5.0,5.0,5.0,base-paper quintile,,,
18066,74,3,1440.4,3.0,3.0,4.0,base-paper quintile,,,
18067,39,1,396.33,4.0,2.0,2.0,base-paper quintile,,,
18068,288,1,101.69999999999999,2.0,2.0,1.0,base-paper quintile,,,
18069,25,11,4540.56,4.0,5.0,5.0,base-paper quintile,,,
18070,668,1,314.1,1.0,2.0,2.0,base-paper quintile,,,
18071,257,6,1428.63,2.0,4.0,4.0,base-paper quintile,,,
18072,185,1,247.44,3.0,2.0,1.0,base-paper quintile,,,
18073,113,12,3877.5200000000004,3.0,5.0,5.0,base-paper quintile,,,
18074,373,2,1509.04,2.0,3.0,4.0,base-paper quintile,,,
18075,22,20,5783.29,4.0,5.0,5.0,base-paper quintile,,,
18076,379,1,151.49,2.0,2.0,1.0,base-paper quintile,,,
18077,7,18,4338.56,5.0,5.0,5.0,base-paper quintile,,,
18078,216,4,844.6,2.0,4.0,3.0,base-paper quintile,,,
18079,44,5,4242.75,4.0,4.0,5.0,base-paper quintile,,,
18080,18,2,1231.5,4.0,3.0,3.0,base-paper quintile,,,
18081,35,3,343.45,4.0,3.0,2.0,base-paper quintile,,,
18082,25,1,703.37,4.0,2.0,3.0,base-paper quintile,,,
18083,397,1,470.72999999999996,2.0,2.0,2.0,base-paper quintile,,,
18084,15,3,812.93,5.0,3.0,3.0,base-paper quintile,,,
18085,329,4,1645.75,2.0,4.0,4.0,base-paper quintile,,,
18086,273,1,101.34,2.0,2.0,1.0,base-paper quintile,,,
18087,97,17,14761.519999999999,3.0,5.0,5.0,base-paper quintile,,,
18088,60,1,167.67000000000002,3.0,2.0,1.0,base-paper quintile,,,
18089,446,1,428.45,1.0,2.0,2.0,base-paper quintile,,,
18090,421,1,349.4,1.0,2.0,2.0,base-paper quintile,,,
18091,592,1,360.85,1.0,2.0,2.0,base-paper quintile,,,
18092,1,18,16179.44,5.0,5.0,5.0,base-paper quintile,,,
18093,92,8,4452.71,3.0,5.0,5.0,base-paper quintile,,,
18094,81,13,6391.52,3.0,5.0,5.0,base-paper quintile,,,
18095,312,5,2303.09,2.0,4.0,4.0,base-paper quintile,,,
18096,11,6,1805.28,5.0,4.0,4.0,base-paper quintile,,,
18097,7,11,4663.32,5.0,5.0,5.0,base-paper quintile,,,
18098,395,1,550.84,2.0,2.0,2.0,base-paper quintile,,,
18099,126,1,168.31,3.0,2.0,1.0,base-paper quintile,,,
18100,549,1,451.56,1.0,2.0,2.0,base-paper quintile,,,
18101,10,5,629.16,5.0,4.0,3.0,base-paper quintile,,,
18102,0,145,608821.65,5.0,5.0,5.0,base-paper quintile,,,
18103,548,1,105.8,1.0,2.0,1.0,base-paper quintile,,,
18104,36,1,754.64,4.0,2.0,3.0,base-paper quintile,,,
18105,37,1,113.48000000000002,4.0,2.0,1.0,base-paper quintile,,,
18106,329,6,1461.46,2.0,4.0,4.0,base-paper quintile,,,
18107,441,1,167.13,1.0,2.0,1.0,base-paper quintile,,,
18108,253,3,848.8100000000001,2.0,3.0,3.0,base-paper quintile,,,
18109,1,38,9893.96,5.0,5.0,5.0,base-paper quintile,,,
18110,19,2,435.43,4.0,3.0,2.0,base-paper quintile,,,
18111,588,1,405.85,1.0,2.0,2.0,base-paper quintile,,,
18112,11,4,775.96,5.0,4.0,3.0,base-paper quintile,,,
18113,368,1,152.64000000000001,2.0,2.0,1.0,base-paper quintile,,,
18114,289,1,220.1,2.0,2.0,1.0,base-paper quintile,,,
18115,697,1,9.700000000000001,1.0,2.0,1.0,base-paper quintile,,,
18116,67,13,2154.3,3.0,5.0,4.0,base-paper quintile,,,
18117,25,1,320.72,4.0,2.0,2.0,base-paper quintile,,,
18118,10,29,6733.22,5.0,5.0,5.0,base-paper quintile,,,
18119,367,1,362.24,2.0,2.0,2.0,base-paper quintile,,,
18120,213,1,111.15,2.0,2.0,1.0,base-paper quintile,,,
18121,148,2,673.1,3.0,3.0,3.0,base-paper quintile,,,
18122,7,6,1826.21,5.0,4.0,4.0,base-paper quintile,,,
18123,23,3,684.59,4.0,3.0,3.0,base-paper quintile,,,
18124,471,1,111.53,1.0,2.0,1.0,base-paper quintile,,,
18125,29,4,1142.99,4.0,4.0,3.0,base-paper quintile,,,
18126,60,1,206.82999999999998,3.0,2.0,1.0,base-paper quintile,,,
18127,18,4,561.53,4.0,4.0,2.0,base-paper quintile,,,
18128,536,1,420.04,1.0,2.0,2.0,base-paper quintile,,,
18129,242,1,112.55000000000001,2.0,2.0,1.0,base-paper quintile,,,
18130,14,3,1059.39,5.0,3.0,3.0,base-paper quintile,,,
18131,631,1,222.95999999999998,1.0,2.0,1.0,base-paper quintile,,,
18132,503,1,226.9,1.0,2.0,1.0,base-paper quintile,,,
18133,211,1,931.4999999999999,2.0,2.0,3.0,base-paper quintile,,,
18134,597,2,445.0,1.0,3.0,2.0,base-paper quintile,,,
18135,28,10,1249.6200000000001,4.0,5.0,4.0,base-paper quintile,,,
18136,62,5,1631.3600000000001,3.0,4.0,4.0,base-paper quintile,,,
18137,550,2,145.99,1.0,3.0,1.0,base-paper quintile,,,
18138,294,1,152.65,2.0,2.0,1.0,base-paper quintile,,,
18139,17,6,8438.34,5.0,4.0,5.0,base-paper quintile,,,
18140,473,1,536.41,1.0,2.0,2.0,base-paper quintile,,,
18141,401,2,882.47,2.0,3.0,3.0,base-paper quintile,,,
18142,156,2,1019.52,3.0,3.0,3.0,base-paper quintile,,,
18143,116,2,1000.16,3.0,3.0,3.0,base-paper quintile,,,
18144,7,19,5058.0,5.0,5.0,5.0,base-paper quintile,,,
18145,12,11,5617.79,5.0,5.0,5.0,base-paper quintile,,,
18146,140,2,160.35000000000002,3.0,3.0,1.0,base-paper quintile,,,
18147,45,2,179.33999999999997,4.0,3.0,1.0,base-paper quintile,,,
18148,646,1,114.10000000000001,1.0,2.0,1.0,base-paper quintile,,,
18149,50,7,1624.71,4.0,4.0,4.0,base-paper quintile,,,
18150,31,3,566.58,4.0,3.0,2.0,base-paper quintile,,,
18151,134,6,1879.44,3.0,4.0,4.0,base-paper quintile,,,
18152,645,1,426.69,1.0,2.0,2.0,base-paper quintile,,,
18153,658,1,246.22,1.0,2.0,1.0,base-paper quintile,,,
18154,2,5,932.6,5.0,4.0,3.0,base-paper quintile,,,
18155,74,3,371.62,3.0,3.0,2.0,base-paper quintile,,,
18156,12,2,941.1700000000001,5.0,3.0,3.0,base-paper quintile,,,
18157,570,1,215.35,1.0,2.0,1.0,base-paper quintile,,,
18158,8,2,453.4,5.0,3.0,2.0,base-paper quintile,,,
18159,300,1,530.15,2.0,2.0,2.0,base-paper quintile,,,
18160,56,3,1003.88,4.0,3.0,3.0,base-paper quintile,,,
18161,14,6,1803.1000000000001,5.0,4.0,4.0,base-paper quintile,,,
18162,731,1,379.16,1.0,2.0,2.0,base-paper quintile,,,
18163,583,1,728.84,1.0,2.0,3.0,base-paper quintile,,,
18164,36,1,399.65000000000003,4.0,2.0,2.0,base-paper quintile,,,
18165,176,1,302.46000000000004,3.0,2.0,2.0,base-paper quintile,,,
18166,623,1,175.5,1.0,2.0,1.0,base-paper quintile,,,
18167,22,3,1384.8600000000001,4.0,3.0,4.0,base-paper quintile,,,
18168,175,16,3770.27,3.0,5.0,5.0,base-paper quintile,,,
18169,60,1,202.65,3.0,2.0,1.0,base-paper quintile,,,
18170,32,9,2878.0,4.0,5.0,4.0,base-paper quintile,,,
18171,58,9,2437.31,3.0,5.0,4.0,base-paper quintile,,,
18172,14,52,17479.84,5.0,5.0,5.0,base-paper quintile,,,
18173,86,5,2696.36,3.0,4.0,4.0,base-paper quintile,,,
18174,6,2,162.5,5.0,3.0,1.0,base-paper quintile,,,
18175,675,1,176.1,1.0,2.0,1.0,base-paper quintile,,,
18176,357,1,476.35,2.0,2.0,2.0,base-paper quintile,,,
18177,30,9,2216.87,4.0,5.0,4.0,base-paper quintile,,,
18178,128,11,6103.74,3.0,5.0,5.0,base-paper quintile,,,
18179,8,8,2547.55,5.0,5.0,4.0,base-paper quintile,,,
18180,4,6,1843.75,5.0,4.0,4.0,base-paper quintile,,,
18181,23,5,1205.94,4.0,4.0,3.0,base-paper quintile,,,
18182,462,1,291.13,1.0,2.0,1.0,base-paper quintile,,,
18183,226,2,632.07,2.0,3.0,3.0,base-paper quintile,,,
18184,14,1,49.8,5.0,2.0,1.0,base-paper quintile,,,
18185,248,1,304.25,2.0,2.0,2.0,base-paper quintile,,,
18186,722,1,329.58,1.0,2.0,2.0,base-paper quintile,,,
18187,631,1,724.89,1.0,2.0,3.0,base-paper quintile,,,
18188,14,6,3280.59,5.0,4.0,5.0,base-paper quintile,,,
18189,77,3,1403.73,3.0,3.0,4.0,base-paper quintile,,,
18190,191,5,745.62,2.0,4.0,3.0,base-paper quintile,,,
18191,261,2,529.4,2.0,3.0,2.0,base-paper quintile,,,
18192,71,1,957.97,3.0,2.0,3.0,base-paper quintile,,,
18193,164,3,1207.35,3.0,3.0,3.0,base-paper quintile,,,
18194,81,6,4162.04,3.0,4.0,5.0,base-paper quintile,,,
18195,386,1,101.16,2.0,2.0,1.0,base-paper quintile,,,
18196,94,4,1464.31,3.0,4.0,4.0,base-paper quintile,,,
18197,575,1,230.1,1.0,2.0,1.0,base-paper quintile,,,
18198,3,17,5425.56,5.0,5.0,5.0,base-paper quintile,,,
18199,683,1,344.75,1.0,2.0,2.0,base-paper quintile,,,
18200,105,1,163.8,3.0,2.0,1.0,base-paper quintile,,,
18201,722,1,447.53000000000003,1.0,2.0,2.0,base-paper quintile,,,
18202,199,3,1396.99,2.0,3.0,4.0,base-paper quintile,,,
18203,156,4,504.42,3.0,4.0,2.0,base-paper quintile,,,
18204,70,3,1993.7,3.0,3.0,4.0,base-paper quintile,,,
18205,35,2,517.36,4.0,3.0,2.0,base-paper quintile,,,
18206,552,1,314.65999999999997,1.0,2.0,2.0,base-paper quintile,,,
18207,498,1,544.47,1.0,2.0,2.0,base-paper quintile,,,
18208,565,1,360.08,1.0,2.0,2.0,base-paper quintile,,,
18209,28,1,139.10000000000002,4.0,2.0,1.0,base-paper quintile,,,
18210,1,7,2768.83,5.0,4.0,4.0,base-paper quintile,,,
18211,25,5,600.07,4.0,4.0,2.0,base-paper quintile,,,
18212,325,2,546.72,2.0,3.0,2.0,base-paper quintile,,,
18213,236,1,232.48000000000002,2.0,2.0,1.0,base-paper quintile,,,
18214,530,4,1780.34,1.0,4.0,4.0,base-paper quintile,,,
18215,88,5,2247.4900000000002,3.0,4.0,4.0,base-paper quintile,,,
18216,30,1,481.75,4.0,2.0,2.0,base-paper quintile,,,
18217,28,4,945.04,4.0,4.0,3.0,base-paper quintile,,,
18218,210,4,1142.0,2.0,4.0,3.0,base-paper quintile,,,
18219,2,17,3562.89,5.0,5.0,5.0,base-paper quintile,,,
18220,226,6,1921.76,2.0,4.0,4.0,base-paper quintile,,,
18221,21,6,1424.94,4.0,4.0,4.0,base-paper quintile,,,
18222,92,1,443.0,3.0,2.0,2.0,base-paper quintile,,,
18223,4,26,14000.85,5.0,5.0,5.0,base-paper quintile,,,
18224,263,1,158.95000000000002,2.0,2.0,1.0,base-paper quintile,,,
18225,2,26,13054.26,5.0,5.0,5.0,base-paper quintile,,,
18226,43,26,11878.88,4.0,5.0,5.0,base-paper quintile,,,
18227,217,2,388.75,2.0,3.0,2.0,base-paper quintile,,,
18228,56,2,779.9,4.0,3.0,3.0,base-paper quintile,,,
18229,11,28,10803.710000000001,5.0,5.0,5.0,base-paper quintile,,,
18230,8,9,4291.06,5.0,5.0,5.0,base-paper quintile,,,
18231,191,28,6880.97,2.0,5.0,5.0,base-paper quintile,,,
18232,81,4,592.97,3.0,4.0,2.0,base-paper quintile,,,
18233,325,1,440.0,2.0,2.0,2.0,base-paper quintile,,,
18234,551,1,179.6,1.0,2.0,1.0,base-paper quintile,,,
18235,71,3,1796.48,3.0,3.0,4.0,base-paper quintile,,,
18236,29,12,1795.3500000000001,4.0,5.0,4.0,base-paper quintile,,,
18237,2,5,987.1,5.0,4.0,3.0,base-paper quintile,,,
18238,514,1,270.92,1.0,2.0,1.0,base-paper quintile,,,
18239,218,6,2150.36,2.0,4.0,4.0,base-paper quintile,,,
18240,45,1,422.58,4.0,2.0,2.0,base-paper quintile,,,
18241,9,21,2986.9900000000002,5.0,5.0,5.0,base-paper quintile,,,
18242,71,8,3605.21,3.0,5.0,5.0,base-paper quintile,,,
18243,413,1,515.78,1.0,2.0,2.0,base-paper quintile,,,
18244,430,2,568.64,1.0,3.0,2.0,base-paper quintile,,,
18245,6,20,6324.9800000000005,5.0,5.0,5.0,base-paper quintile,,,
18246,23,3,758.8199999999999,4.0,3.0,3.0,base-paper quintile,,,
18247,414,3,839.73,1.0,3.0,3.0,base-paper quintile,,,
18248,122,2,804.02,3.0,3.0,3.0,base-paper quintile,,,
18249,16,1,95.34,5.0,2.0,1.0,base-paper quintile,,,
18250,309,1,349.27,2.0,2.0,2.0,base-paper quintile,,,
18251,86,9,26278.86,3.0,5.0,5.0,base-paper quintile,,,
18252,50,7,1542.09,4.0,4.0,4.0,base-paper quintile,,,
18253,642,1,317.88,1.0,2.0,2.0,base-paper quintile,,,
18254,580,1,267.9,1.0,2.0,1.0,base-paper quintile,,,
18255,88,2,303.15,3.0,3.0,2.0,base-paper quintile,,,
18256,387,1,110.7,2.0,2.0,1.0,base-paper quintile,,,
18257,38,12,4600.15,4.0,5.0,5.0,base-paper quintile,,,
18258,463,6,2059.67,1.0,4.0,4.0,base-paper quintile,,,
18259,24,7,4318.200000000001,4.0,4.0,5.0,base-paper quintile,,,
18260,172,23,9962.11,3.0,5.0,5.0,base-paper quintile,,,
18261,42,2,324.24,4.0,3.0,2.0,base-paper quintile,,,
18262,139,3,577.54,3.0,3.0,2.0,base-paper quintile,,,
18263,25,3,1213.1599999999999,4.0,3.0,3.0,base-paper quintile,,,
18264,498,1,603.25,1.0,2.0,2.0,base-paper quintile,,,
18265,71,2,801.51,3.0,3.0,3.0,base-paper quintile,,,
18266,433,1,251.1,1.0,2.0,1.0,base-paper quintile,,,
18267,672,1,269.37,1.0,2.0,1.0,base-paper quintile,,,
18268,133,6,1490.23,3.0,4.0,4.0,base-paper quintile,,,
18269,365,1,337.2,2.0,2.0,2.0,base-paper quintile,,,
18270,37,3,444.55,4.0,3.0,2.0,base-paper quintile,,,
18271,609,2,680.85,1.0,3.0,3.0,base-paper quintile,,,
18272,2,9,4385.9800000000005,5.0,5.0,5.0,base-paper quintile,,,
18273,1,4,357.0,5.0,4.0,2.0,base-paper quintile,,,
18274,29,1,175.92,4.0,2.0,1.0,base-paper quintile,,,
18275,577,2,741.85,1.0,3.0,3.0,base-paper quintile,,,
18276,43,6,1656.52,4.0,4.0,4.0,base-paper quintile,,,
18277,57,5,1180.05,4.0,4.0,3.0,base-paper quintile,,,
18278,73,2,414.20000000000005,3.0,3.0,2.0,base-paper quintile,,,
18279,518,1,231.33999999999997,1.0,2.0,1.0,base-paper quintile,,,
18280,277,2,488.15000000000003,2.0,3.0,2.0,base-paper quintile,,,
18281,180,2,201.14,3.0,3.0,1.0,base-paper quintile,,,
18282,7,2,178.05,5.0,3.0,1.0,base-paper quintile,,,
18283,3,22,2736.65,5.0,5.0,4.0,base-paper quintile,,,
18284,431,1,461.68,1.0,2.0,2.0,base-paper quintile,,,
18285,660,1,427.0,1.0,2.0,2.0,base-paper quintile,,,
18286,476,2,1296.43,1.0,3.0,4.0,base-paper quintile,,,
18287,42,7,4182.99,4.0,4.0,5.0,base-paper quintile,,,
12346,325,12,77556.46,,,,matched fuzzy dense-rank,3.0,1.0,5.0
12347,1,8,5633.32,,,,matched fuzzy dense-rank,5.0,1.0,5.0
12348,74,5,2019.4,,,,matched fuzzy dense-rank,5.0,1.0,4.0
12349,18,4,4428.69,,,,matched fuzzy dense-rank,5.0,1.0,5.0
12350,309,1,334.4,,,,matched fuzzy dense-rank,3.0,1.0,2.0
12351,374,1,300.93,,,,matched fuzzy dense-rank,3.0,1.0,2.0
12352,35,10,2849.84,,,,matched fuzzy dense-rank,5.0,1.0,4.0
12353,203,2,406.76,,,,matched fuzzy dense-rank,4.0,1.0,2.0
12354,231,1,1079.4,,,,matched fuzzy dense-rank,4.0,1.0,3.0
12355,213,2,947.61,,,,matched fuzzy dense-rank,4.0,1.0,3.0
12356,22,6,6373.68,,,,matched fuzzy dense-rank,5.0,1.0,5.0
12357,32,3,18287.66,,,,matched fuzzy dense-rank,5.0,1.0,5.0
12358,1,5,3887.07,,,,matched fuzzy dense-rank,5.0,1.0,5.0
12359,57,10,8935.94,,,,matched fuzzy dense-rank,5.0,1.0,5.0
12360,51,8,4252.89,,,,matched fuzzy dense-rank,5.0,1.0,5.0
12361,286,4,511.25,,,,matched fuzzy dense-rank,3.0,1.0,2.0
12362,2,11,5356.23,,,,matched fuzzy dense-rank,5.0,1.0,5.0
12363,109,2,552.0,,,,matched fuzzy dense-rank,5.0,1.0,2.0
12364,7,4,1313.1,,,,matched fuzzy dense-rank,5.0,1.0,4.0
12365,290,2,641.38,,,,matched fuzzy dense-rank,3.0,1.0,3.0
12366,633,1,500.24,,,,matched fuzzy dense-rank,1.0,1.0,2.0
12367,3,1,168.9,,,,matched fuzzy dense-rank,5.0,1.0,1.0
12368,627,1,917.6999999999999,,,,matched fuzzy dense-rank,1.0,1.0,3.0
12369,412,3,1791.15,,,,matched fuzzy dense-rank,3.0,1.0,4.0
12370,50,7,4320.31,,,,matched fuzzy dense-rank,5.0,1.0,5.0
12371,44,5,4067.38,,,,matched fuzzy dense-rank,5.0,1.0,5.0
12372,71,3,1298.04,,,,matched fuzzy dense-rank,5.0,1.0,4.0
12373,310,3,1127.65,,,,matched fuzzy dense-rank,3.0,1.0,3.0
12374,24,4,2989.2200000000003,,,,matched fuzzy dense-rank,5.0,1.0,4.0
